gender,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,gender_encoded,parental_education_encoded,grade_encoded
female,some college,0,1,84.0,93.0,92.0,87.0,356.0,A,1,2.0,4.0
female,some college,1,0,45.0,73.0,79.0,82.0,279.0,B,1,2.0,3.0
female,some college,1,0,40.0,74.0,60.0,43.0,217.0,C,1,2.0,2.0
female,high school,0,0,62.0,94.0,78.0,59.0,293.0,B,1,1.0,3.0
female,some college,1,1,58.0,91.0,91.0,79.0,319.0,B,1,2.0,3.0
female,associate's degree,0,0,40.0,94.0,82.0,69.0,285.0,B,1,3.0,3.0
female,associate's degree,0,1,63.0,62.0,87.0,73.0,285.0,B,1,3.0,3.0
female,bachelor's degree,0,1,89.0,95.0,48.0,82.0,314.0,B,1,4.0,3.0
female,high school,0,1,58.0,59.0,76.0,68.0,261.0,B,1,1.0,3.0
female,high school,0,0,79.0,62.0,85.0,80.0,306.0,B,1,1.0,3.0
female,some college,1,0,54.0,56.0,79.0,55.0,244.0,C,1,2.0,2.0
female,high school,1,0,27.0,57.0,82.0,56.0,222.0,C,1,1.0,2.0
female,high school,1,1,88.0,83.0,100.0,65.0,336.0,A,1,1.0,4.0
female,bachelor's degree,1,0,56.0,64.0,88.0,53.0,261.0,B,1,4.0,3.0
female,high school,1,0,84.0,77.0,89.0,81.0,331.0,A,1,1.0,4.0
female,high school,0,0,66.0,92.0,90.0,74.0,322.0,A,1,1.0,4.0
female,high school,1,0,38.0,44.0,73.0,62.0,217.0,C,1,1.0,2.0
female,high school,0,1,80.0,99.0,50.0,100.0,329.0,A,1,1.0,4.0
female,associate's degree,0,0,100.0,70.0,94.0,50.0,314.0,B,1,3.0,3.0
female,high school,0,0,91.0,68.0,99.0,66.0,324.0,A,1,1.0,4.0
female,high school,0,1,49.0,95.0,95.0,94.0,333.0,A,1,1.0,4.0
female,some college,0,1,90.0,38.0,67.0,60.0,255.0,B,1,2.0,3.0
female,bachelor's degree,0,1,49.0,86.0,81.0,63.0,279.0,B,1,4.0,3.0
female,associate's degree,1,0,75.0,38.0,72.5,58.0,243.5,C,1,3.0,2.0
female,high school,0,0,54.0,71.0,85.0,62.0,272.0,B,1,1.0,3.0
female,high school,1,1,58.0,72.0,58.0,75.0,263.0,B,1,1.0,3.0
female,high school,0,0,64.0,92.0,70.0,44.0,270.0,B,1,1.0,3.0
female,some college,1,0,76.0,62.0,99.0,66.0,303.0,B,1,2.0,3.0
female,Unknown,1,0,86.0,91.0,63.0,63.0,303.0,B,1,0.0,3.0
female,high school,0,0,77.0,77.0,40.0,66.0,260.0,B,1,1.0,3.0
Unknown,bachelor's degree,0,1,55.0,66.0,85.0,83.0,289.0,B,0,4.0,3.0
female,bachelor's degree,1,1,53.0,54.0,82.0,61.0,250.0,B,1,4.0,3.0
female,some college,1,0,61.0,45.0,100.0,49.0,255.0,B,1,2.0,3.0
female,high school,0,1,64.0,77.0,49.0,56.0,246.0,C,1,1.0,2.0
female,high school,0,0,65.0,70.0,65.0,100.0,300.0,B,1,1.0,3.0
female,some college,1,1,58.0,62.0,74.0,100.0,294.0,B,1,2.0,3.0
female,high school,1,0,66.0,76.0,97.0,66.0,305.0,B,1,1.0,3.0
female,high school,0,0,74.0,96.0,99.0,64.0,333.0,A,1,1.0,4.0
female,some college,1,1,58.0,66.0,100.0,100.0,324.0,A,1,2.0,4.0
female,high school,1,1,55.0,75.0,77.0,58.0,265.0,B,1,1.0,3.0
female,bachelor's degree,1,1,77.0,76.0,86.0,57.0,296.0,B,1,4.0,3.0
female,some college,1,0,84.0,93.0,58.0,77.0,312.0,B,1,2.0,3.0
female,high school,0,0,54.0,79.0,82.0,80.0,295.0,B,1,1.0,3.0
female,high school,1,1,67.0,80.0,57.0,46.0,250.0,B,1,1.0,3.0
female,bachelor's degree,1,0,51.0,88.0,66.0,99.0,304.0,B,1,4.0,3.0
female,some college,1,0,63.0,94.0,100.0,63.0,320.0,A,1,2.0,4.0
female,some college,1,1,41.0,63.0,93.0,76.0,273.0,B,1,2.0,3.0
female,associate's degree,1,0,60.0,71.0,80.0,71.0,282.0,B,1,3.0,3.0
female,high school,1,1,88.0,52.0,91.0,59.0,290.0,B,1,1.0,3.0
female,high school,0,1,68.0,92.0,31.0,88.0,279.0,B,1,1.0,3.0
female,high school,0,0,67.0,65.0,60.0,52.0,244.0,C,1,1.0,2.0
female,high school,0,1,40.0,55.0,63.0,45.0,203.0,C,1,1.0,2.0
female,high school,1,1,70.0,79.0,15.0,61.0,225.0,C,1,1.0,2.0
female,some college,1,1,57.0,88.0,54.0,84.0,283.0,B,1,2.0,3.0
female,high school,1,0,62.0,49.0,62.0,83.0,256.0,B,1,1.0,3.0
female,master's degree,1,0,35.0,50.0,79.0,79.0,243.0,C,1,5.0,2.0
female,high school,0,1,96.0,58.0,66.0,45.0,265.0,B,1,1.0,3.0
female,high school,1,0,49.0,84.0,84.0,82.0,299.0,B,1,1.0,3.0
female,bachelor's degree,0,0,60.0,81.0,58.0,67.0,266.0,B,1,4.0,3.0
female,bachelor's degree,1,1,77.0,88.0,59.0,87.0,311.0,B,1,4.0,3.0
female,high school,1,0,72.0,62.0,81.0,92.0,307.0,B,1,1.0,3.0
female,bachelor's degree,1,0,85.0,74.0,100.0,74.0,333.0,A,1,4.0,4.0
female,some college,0,0,67.0,91.0,72.0,100.0,330.0,A,1,2.0,4.0
female,high school,1,0,81.0,70.0,59.0,48.0,258.0,B,1,1.0,3.0
female,associate's degree,1,0,90.0,56.0,89.0,59.0,294.0,B,1,3.0,3.0
female,bachelor's degree,0,1,73.0,75.0,88.0,99.0,335.0,A,1,4.0,4.0
female,associate's degree,0,0,56.0,67.0,66.0,70.0,259.0,B,1,3.0,3.0
female,some college,1,0,87.0,70.0,55.0,88.0,300.0,B,1,2.0,3.0
female,high school,1,1,70.0,85.0,61.0,84.0,300.0,B,1,1.0,3.0
female,high school,0,1,71.0,76.0,62.0,48.0,257.0,B,1,1.0,3.0
female,associate's degree,1,0,80.0,88.0,91.0,61.0,320.0,A,1,3.0,4.0
female,high school,0,0,91.0,76.0,57.0,87.0,311.0,B,1,1.0,3.0
female,associate's degree,1,0,53.0,87.0,75.0,75.0,290.0,B,1,3.0,3.0
female,associate's degree,1,0,48.0,47.0,32.0,59.0,186.0,D,1,3.0,1.0
female,high school,1,0,29.0,44.0,79.0,71.0,223.0,C,1,1.0,2.0
female,high school,0,0,81.0,74.0,81.0,75.0,311.0,B,1,1.0,3.0
female,high school,0,0,47.0,92.0,67.0,53.0,259.0,B,1,1.0,3.0
female,bachelor's degree,1,1,84.0,96.0,37.0,34.0,251.0,B,1,4.0,3.0
female,high school,1,1,83.0,47.0,79.0,92.0,301.0,B,1,1.0,3.0
female,high school,1,0,31.0,72.0,90.0,89.0,282.0,B,1,1.0,3.0
female,high school,1,0,77.0,74.0,71.0,94.0,316.0,B,1,1.0,3.0
female,some college,0,0,53.0,57.0,70.0,64.0,244.0,C,1,2.0,2.0
female,high school,1,1,50.0,77.0,64.0,50.0,241.0,C,1,1.0,2.0
female,bachelor's degree,1,0,64.0,63.0,32.0,58.0,217.0,C,1,4.0,2.0
female,some college,1,1,63.0,45.0,77.0,56.0,241.0,C,1,2.0,2.0
female,associate's degree,0,1,27.0,81.0,87.0,97.0,292.0,B,1,3.0,3.0
female,high school,0,0,65.0,42.0,61.0,66.0,234.0,C,1,1.0,2.0
female,associate's degree,1,0,50.0,67.0,82.0,68.0,267.0,B,1,3.0,3.0
female,high school,0,0,51.0,37.0,68.0,100.0,256.0,B,1,1.0,3.0
female,associate's degree,1,1,66.0,94.0,92.0,81.0,333.0,A,1,3.0,4.0
female,high school,1,1,81.0,67.0,57.0,74.0,279.0,B,1,1.0,3.0
female,some college,0,0,75.0,80.0,60.0,58.0,273.0,B,1,2.0,3.0
female,some college,1,0,68.0,63.0,92.0,54.0,277.0,B,1,2.0,3.0
female,bachelor's degree,1,1,56.0,60.0,84.0,75.0,275.0,B,1,4.0,3.0
female,high school,1,0,48.0,67.0,96.0,77.0,288.0,B,1,1.0,3.0
female,Unknown,1,0,54.0,53.0,62.0,80.0,249.0,C,1,0.0,2.0
female,associate's degree,1,0,83.0,58.0,71.0,76.0,288.0,B,1,3.0,3.0
female,associate's degree,1,0,49.0,45.0,28.0,30.0,152.0,D,1,3.0,1.0
female,associate's degree,1,1,58.0,30.0,79.0,74.0,241.0,C,1,3.0,2.0
female,high school,1,1,51.0,71.0,63.0,65.0,250.0,B,1,1.0,3.0
female,associate's degree,1,0,81.0,72.0,70.0,62.0,285.0,B,1,3.0,3.0
female,high school,1,0,63.0,43.0,45.0,67.0,218.0,C,1,1.0,2.0
female,master's degree,1,0,73.0,55.0,65.0,59.0,252.0,B,1,5.0,3.0
female,associate's degree,1,0,48.0,82.0,87.0,92.0,309.0,B,1,3.0,3.0
female,bachelor's degree,1,0,40.0,65.0,79.0,58.0,242.0,C,1,4.0,2.0
female,high school,0,0,57.0,100.0,77.0,68.0,302.0,B,1,1.0,3.0
female,some college,0,1,50.0,81.0,73.0,70.0,274.0,B,1,2.0,3.0
female,some college,1,0,92.0,85.0,93.0,64.0,334.0,A,1,2.0,4.0
female,bachelor's degree,1,0,32.0,74.0,67.0,59.0,232.0,C,1,4.0,2.0
female,some college,1,0,84.0,87.0,99.0,68.0,338.0,A,1,2.0,4.0
female,associate's degree,1,0,57.0,82.0,83.0,70.0,292.0,B,1,3.0,3.0
female,bachelor's degree,1,1,30.0,49.0,77.0,31.0,187.0,D,1,4.0,1.0
female,associate's degree,1,0,65.0,64.0,100.0,63.0,292.0,B,1,3.0,3.0
female,some college,1,0,29.0,99.0,77.0,59.0,264.0,B,1,2.0,3.0
female,some college,1,1,85.0,59.0,89.0,99.0,332.0,A,1,2.0,4.0
female,high school,0,1,81.0,100.0,100.0,49.0,330.0,A,1,1.0,4.0
female,high school,0,1,65.0,58.0,100.0,42.0,265.0,B,1,1.0,3.0
female,bachelor's degree,1,1,63.0,84.0,69.0,73.0,289.0,B,1,4.0,3.0
female,associate's degree,0,1,69.0,80.0,76.0,55.0,280.0,B,1,3.0,3.0
female,some college,1,0,79.0,86.0,82.0,41.0,288.0,B,1,2.0,3.0
female,high school,1,1,76.0,68.0,77.0,45.0,266.0,B,1,1.0,3.0
female,bachelor's degree,1,0,42.0,92.0,69.0,25.0,228.0,C,1,4.0,2.0
female,associate's degree,1,1,74.0,70.0,91.0,80.0,315.0,B,1,3.0,3.0
female,some college,1,0,42.0,81.0,86.0,66.0,275.0,B,1,2.0,3.0
female,associate's degree,1,1,82.0,74.0,76.0,58.0,290.0,B,1,3.0,3.0
female,high school,0,1,53.0,75.0,73.0,81.0,282.0,B,1,1.0,3.0
female,bachelor's degree,1,0,49.0,69.0,79.0,70.0,267.0,B,1,4.0,3.0
female,associate's degree,0,1,100.0,62.0,100.0,58.0,320.0,A,1,3.0,4.0
female,high school,1,1,33.0,96.0,100.0,86.0,315.0,B,1,1.0,3.0
female,associate's degree,1,0,47.0,63.0,96.0,77.0,283.0,B,1,3.0,3.0
female,high school,0,0,61.0,100.0,92.0,41.0,294.0,B,1,1.0,3.0
female,high school,1,1,78.0,83.0,84.0,63.0,308.0,B,1,1.0,3.0
female,high school,0,0,68.0,66.0,100.0,68.0,302.0,B,1,1.0,3.0
female,some college,1,0,72.0,78.0,92.0,59.0,301.0,B,1,2.0,3.0
female,associate's degree,1,1,64.0,89.0,75.0,73.0,301.0,B,1,3.0,3.0
female,high school,1,0,92.0,96.0,77.0,76.0,341.0,A,1,1.0,4.0
female,high school,1,0,77.0,96.0,100.0,67.0,340.0,A,1,1.0,4.0
female,bachelor's degree,1,1,50.0,71.0,36.0,53.0,210.0,C,1,4.0,2.0
female,some college,1,0,90.0,91.0,73.0,50.0,304.0,B,1,2.0,3.0
female,high school,1,0,77.0,84.0,39.0,77.0,277.0,B,1,1.0,3.0
female,bachelor's degree,1,1,86.0,72.0,81.0,90.0,329.0,A,1,4.0,4.0
female,associate's degree,0,0,28.0,68.0,69.0,73.0,238.0,C,1,3.0,2.0
female,high school,0,1,47.0,60.0,100.0,54.0,261.0,B,1,1.0,3.0
female,some college,1,0,72.0,23.0,71.0,47.0,213.0,C,1,2.0,2.0
female,high school,1,1,70.0,56.0,74.0,52.0,252.0,B,1,1.0,3.0
female,associate's degree,1,1,69.0,40.0,44.0,68.0,221.0,C,1,3.0,2.0
female,bachelor's degree,1,0,69.0,33.0,44.0,88.0,234.0,C,1,4.0,2.0
female,associate's degree,1,1,46.0,43.0,89.0,61.0,239.0,C,1,3.0,2.0
female,high school,1,0,58.0,76.0,97.0,76.0,307.0,B,1,1.0,3.0
female,some college,1,1,43.0,81.0,70.0,67.0,261.0,B,1,2.0,3.0
female,some college,0,1,77.0,55.0,81.0,68.0,281.0,B,1,2.0,3.0
female,associate's degree,1,0,72.0,92.0,89.0,95.0,348.0,A,1,3.0,4.0
female,some college,1,1,45.0,98.0,66.0,60.0,269.0,B,1,2.0,3.0
female,associate's degree,0,0,90.0,48.0,82.0,100.0,320.0,A,1,3.0,4.0
female,some college,0,0,77.0,43.0,99.0,44.0,263.0,B,1,2.0,3.0
female,some college,0,1,61.0,57.0,93.0,48.0,259.0,B,1,2.0,3.0
female,some college,1,0,69.0,90.0,62.0,33.0,254.0,B,1,2.0,3.0
female,bachelor's degree,1,1,71.0,30.0,77.0,48.0,226.0,C,1,4.0,2.0
female,high school,0,0,58.0,84.0,59.0,76.0,277.0,B,1,1.0,3.0
female,associate's degree,1,0,77.0,80.0,54.0,70.0,281.0,B,1,3.0,3.0
female,associate's degree,1,0,79.0,73.0,83.0,76.0,311.0,B,1,3.0,3.0
female,high school,0,0,57.0,100.0,94.0,30.0,281.0,B,1,1.0,3.0
female,some college,0,1,48.0,89.0,79.0,66.0,282.0,B,1,2.0,3.0
female,associate's degree,0,1,60.0,50.0,56.0,69.0,235.0,C,1,3.0,2.0
female,some college,1,0,50.0,98.0,82.0,47.0,277.0,B,1,2.0,3.0
female,associate's degree,1,0,72.0,42.0,100.0,65.0,279.0,B,1,3.0,3.0
female,some college,0,1,56.0,32.0,89.0,100.0,277.0,B,1,2.0,3.0
female,some college,0,1,84.0,47.0,70.0,96.0,297.0,B,1,2.0,3.0
female,some college,1,0,60.0,84.0,98.0,70.0,312.0,B,1,2.0,3.0
female,high school,0,0,62.0,95.0,74.0,64.0,295.0,B,1,1.0,3.0
female,high school,0,0,67.0,87.0,97.0,70.0,321.0,A,1,1.0,4.0
female,associate's degree,0,1,66.0,64.0,24.0,50.0,204.0,C,1,3.0,2.0
female,some college,1,0,41.0,89.0,39.0,87.0,256.0,B,1,2.0,3.0
female,some college,0,0,92.0,94.0,80.0,70.0,336.0,A,1,2.0,4.0
female,high school,1,1,51.0,62.0,84.0,93.0,290.0,B,1,1.0,3.0
female,associate's degree,0,0,99.0,34.0,66.0,50.0,249.0,C,1,3.0,2.0
female,some college,1,1,36.0,73.0,86.0,100.0,295.0,B,1,2.0,3.0
female,high school,0,1,68.0,66.0,92.0,74.0,300.0,B,1,1.0,3.0
female,associate's degree,1,0,56.0,90.0,78.0,90.0,314.0,B,1,3.0,3.0
female,master's degree,1,1,52.0,100.0,57.0,56.0,265.0,B,1,5.0,3.0
female,high school,1,1,72.0,47.0,100.0,78.0,297.0,B,1,1.0,3.0
female,associate's degree,1,1,58.0,70.0,35.0,48.0,211.0,C,1,3.0,2.0
female,high school,0,1,27.0,27.0,87.0,97.0,238.0,C,1,1.0,2.0
female,some college,0,1,57.0,42.0,100.0,71.0,270.0,B,1,2.0,3.0
female,high school,1,1,75.0,80.0,39.0,71.0,265.0,B,1,1.0,3.0
female,high school,1,0,70.0,96.0,73.0,59.0,298.0,B,1,1.0,3.0
female,high school,1,1,77.0,62.0,83.0,100.0,322.0,A,1,1.0,4.0
female,associate's degree,1,1,64.0,73.0,99.0,92.0,328.0,A,1,3.0,4.0
female,high school,0,0,70.0,97.0,84.0,43.0,294.0,B,1,1.0,3.0
female,high school,1,1,41.0,57.0,70.0,73.0,241.0,C,1,1.0,2.0
female,high school,1,1,52.0,74.0,81.0,93.0,300.0,B,1,1.0,3.0
female,some college,1,1,69.0,83.0,56.0,67.0,275.0,B,1,2.0,3.0
female,high school,1,0,72.0,64.0,96.0,89.0,321.0,A,1,1.0,4.0
female,some college,1,1,100.0,67.0,100.0,61.0,328.0,A,1,2.0,4.0
female,high school,0,0,55.0,89.0,67.0,44.0,255.0,B,1,1.0,3.0
female,high school,1,0,75.0,66.0,100.0,74.0,315.0,B,1,1.0,3.0
female,some college,1,0,35.0,87.0,77.0,71.0,270.0,B,1,2.0,3.0
female,associate's degree,1,0,75.0,69.0,82.0,87.0,313.0,B,1,3.0,3.0
female,associate's degree,1,0,42.0,52.0,50.0,67.0,211.0,C,1,3.0,2.0
female,high school,0,0,28.0,100.0,54.0,65.0,247.0,C,1,1.0,2.0
female,some college,0,1,60.0,98.0,78.0,74.0,310.0,B,1,2.0,3.0
female,bachelor's degree,1,0,85.0,60.0,71.0,61.0,277.0,B,1,4.0,3.0
female,some college,1,0,53.0,90.0,60.0,44.0,247.0,C,1,2.0,2.0
female,some college,1,0,71.0,57.0,69.0,73.0,270.0,B,1,2.0,3.0
female,high school,1,1,53.0,90.0,100.0,49.0,292.0,B,1,1.0,3.0
female,high school,0,1,69.0,72.0,76.0,72.0,289.0,B,1,1.0,3.0
female,some college,1,1,58.0,83.0,57.0,77.0,275.0,B,1,2.0,3.0
female,some college,1,0,54.0,99.0,100.0,92.0,345.0,A,1,2.0,4.0
female,associate's degree,1,0,41.0,68.0,100.0,73.0,282.0,B,1,3.0,3.0
female,master's degree,1,0,47.0,76.0,68.0,86.0,277.0,B,1,5.0,3.0
female,some college,1,1,34.0,45.0,86.0,74.0,239.0,C,1,2.0,2.0
female,high school,0,1,77.0,82.0,81.0,96.0,336.0,A,1,1.0,4.0
female,high school,0,0,39.0,79.0,72.0,40.0,230.0,C,1,1.0,2.0
female,high school,1,1,27.0,59.0,97.0,81.0,264.0,B,1,1.0,3.0
female,high school,1,0,50.0,62.0,83.0,55.0,250.0,B,1,1.0,3.0
female,high school,1,1,100.0,33.0,74.0,61.0,268.0,B,1,1.0,3.0
female,some college,1,0,87.0,75.0,42.0,86.0,290.0,B,1,2.0,3.0
female,some college,1,0,56.0,87.0,97.0,94.0,334.0,A,1,2.0,4.0
female,some college,1,0,51.0,76.0,78.0,61.0,266.0,B,1,2.0,3.0
female,associate's degree,1,1,85.0,48.0,76.0,70.0,279.0,B,1,3.0,3.0
female,some college,1,0,43.0,62.0,100.0,93.0,298.0,B,1,2.0,3.0
female,some college,1,1,88.0,49.0,65.0,62.0,264.0,B,1,2.0,3.0
female,associate's degree,1,0,40.0,75.0,100.0,75.0,290.0,B,1,3.0,3.0
female,associate's degree,0,0,100.0,53.0,100.0,59.0,312.0,B,1,3.0,3.0
female,associate's degree,1,1,45.0,86.0,100.0,66.0,297.0,B,1,3.0,3.0
female,associate's degree,1,0,75.0,100.0,62.0,56.0,293.0,B,1,3.0,3.0
female,some college,0,0,92.0,64.0,100.0,67.0,323.0,A,1,2.0,4.0
female,associate's degree,1,1,54.0,77.0,58.0,81.0,270.0,B,1,3.0,3.0
female,some college,1,1,48.0,89.0,65.0,85.0,287.0,B,1,2.0,3.0
female,some college,0,0,82.0,75.0,86.0,35.0,278.0,B,1,2.0,3.0
female,high school,1,0,58.0,58.0,80.0,41.0,237.0,C,1,1.0,2.0
female,associate's degree,1,0,97.0,64.0,55.0,85.0,301.0,B,1,3.0,3.0
female,some college,0,0,69.0,56.0,96.0,66.0,287.0,B,1,2.0,3.0
female,some college,1,0,83.0,80.0,100.0,96.0,359.0,A,1,2.0,4.0
female,associate's degree,1,0,70.0,83.0,62.0,75.0,290.0,B,1,3.0,3.0
female,high school,1,1,61.0,50.0,83.0,62.0,256.0,B,1,1.0,3.0
female,associate's degree,0,0,96.0,51.0,78.0,85.0,310.0,B,1,3.0,3.0
female,some college,1,0,49.0,63.0,72.0,65.0,249.0,C,1,2.0,2.0
female,high school,1,1,31.0,65.0,50.0,70.0,216.0,C,1,1.0,2.0
female,some college,0,0,51.0,100.0,95.0,91.0,337.0,A,1,2.0,4.0
female,some college,0,1,75.0,70.0,75.0,55.0,275.0,B,1,2.0,3.0
female,high school,1,0,64.0,82.0,97.0,53.0,296.0,B,1,1.0,3.0
female,master's degree,1,0,33.0,62.0,100.0,78.0,273.0,B,1,5.0,3.0
female,high school,1,1,40.0,56.0,86.0,41.0,223.0,C,1,1.0,2.0
female,associate's degree,1,0,75.0,77.0,85.0,87.0,324.0,A,1,3.0,4.0
female,high school,0,0,95.0,85.0,82.0,83.0,345.0,A,1,1.0,4.0
female,associate's degree,0,1,49.0,76.0,90.0,96.0,311.0,B,1,3.0,3.0
female,master's degree,1,0,85.0,84.0,63.0,89.0,321.0,A,1,5.0,4.0
female,associate's degree,0,0,39.0,100.0,73.0,40.0,252.0,B,1,3.0,3.0
female,associate's degree,0,1,78.0,97.0,100.0,41.0,316.0,B,1,3.0,3.0
female,bachelor's degree,1,0,97.0,56.0,81.0,76.0,310.0,B,1,4.0,3.0
female,high school,1,0,62.0,55.0,66.0,93.0,276.0,B,1,1.0,3.0
female,associate's degree,1,0,60.0,74.0,86.0,65.0,285.0,B,1,3.0,3.0
female,high school,1,1,48.0,86.0,74.0,89.0,297.0,B,1,1.0,3.0
female,some college,1,0,41.0,48.0,88.0,58.0,235.0,C,1,2.0,2.0
female,some college,1,1,88.0,60.0,91.0,68.0,307.0,B,1,2.0,3.0
female,high school,0,0,39.0,65.0,96.0,41.0,241.0,C,1,1.0,2.0
female,high school,1,1,71.0,78.0,69.0,81.0,299.0,B,1,1.0,3.0
female,high school,1,0,54.0,78.0,30.0,86.0,248.0,C,1,1.0,2.0
female,high school,0,0,74.0,38.0,98.0,70.0,280.0,B,1,1.0,3.0
female,high school,1,1,47.0,63.0,100.0,80.0,290.0,B,1,1.0,3.0
female,associate's degree,1,0,56.0,61.0,81.0,47.0,245.0,C,1,3.0,2.0
female,bachelor's degree,1,0,27.0,100.0,99.0,100.0,326.0,A,1,4.0,4.0
female,high school,0,0,83.0,85.0,96.0,65.0,329.0,A,1,1.0,4.0
female,master's degree,0,1,80.0,44.0,75.0,58.0,257.0,B,1,5.0,3.0
female,high school,0,0,39.0,75.0,88.0,90.0,292.0,B,1,1.0,3.0
female,some college,1,0,29.0,93.0,78.0,31.0,231.0,C,1,2.0,2.0
female,high school,0,0,47.0,60.0,84.0,68.0,259.0,B,1,1.0,3.0
female,high school,1,0,55.0,100.0,47.0,79.0,281.0,B,1,1.0,3.0
female,associate's degree,0,0,48.0,85.0,73.0,41.0,247.0,C,1,3.0,2.0
female,some college,1,0,57.0,59.0,76.0,99.0,291.0,B,1,2.0,3.0
female,bachelor's degree,0,1,70.0,74.0,90.0,67.0,301.0,B,1,4.0,3.0
female,bachelor's degree,1,0,100.0,56.0,83.0,80.0,319.0,B,1,4.0,3.0
female,associate's degree,0,1,63.0,72.0,74.0,60.0,269.0,B,1,3.0,3.0
female,associate's degree,0,0,81.0,92.0,93.0,63.0,329.0,A,1,3.0,4.0
female,high school,0,0,54.0,80.0,74.0,56.0,264.0,B,1,1.0,3.0
female,associate's degree,1,0,58.0,59.0,77.0,46.0,240.0,C,1,3.0,2.0
female,high school,1,1,86.0,78.0,44.0,82.0,290.0,B,1,1.0,3.0
female,master's degree,1,0,50.0,87.0,95.0,87.0,319.0,B,1,5.0,3.0
female,high school,1,1,27.0,57.0,83.0,72.0,239.0,C,1,1.0,2.0
female,some college,1,1,57.0,83.0,88.0,72.0,300.0,B,1,2.0,3.0
female,some college,1,1,48.0,71.0,86.0,62.0,267.0,B,1,2.0,3.0
female,bachelor's degree,0,0,74.0,57.0,75.0,58.0,264.0,B,1,4.0,3.0
female,bachelor's degree,0,0,60.0,90.0,81.0,51.0,282.0,B,1,4.0,3.0
female,associate's degree,1,0,87.0,31.0,80.0,98.0,296.0,B,1,3.0,3.0
female,bachelor's degree,0,0,94.0,79.0,55.0,59.0,287.0,B,1,4.0,3.0
female,high school,0,1,73.0,47.0,55.0,64.0,239.0,C,1,1.0,2.0
female,some college,1,0,68.0,49.0,95.0,79.0,291.0,B,1,2.0,3.0
female,some college,0,1,74.0,57.0,75.0,69.0,275.0,B,1,2.0,3.0
female,some college,0,0,59.0,58.0,86.0,56.0,259.0,B,1,2.0,3.0
female,high school,1,0,51.0,60.0,70.0,88.0,269.0,B,1,1.0,3.0
female,high school,1,1,55.0,91.0,27.0,24.0,197.0,D,1,1.0,1.0
female,some college,1,1,74.0,41.0,39.0,68.0,222.0,C,1,2.0,2.0
female,associate's degree,1,0,71.0,100.0,98.0,73.0,342.0,A,1,3.0,4.0
female,some college,1,1,78.0,42.0,90.0,60.0,270.0,B,1,2.0,3.0
female,master's degree,1,1,62.0,86.0,67.0,23.0,238.0,C,1,5.0,2.0
female,associate's degree,1,1,27.0,50.0,100.0,59.0,236.0,C,1,3.0,2.0
female,associate's degree,0,0,80.0,64.0,81.0,46.0,271.0,B,1,3.0,3.0
female,high school,0,0,71.0,63.0,78.0,60.0,272.0,B,1,1.0,3.0
female,associate's degree,1,1,33.0,82.0,97.0,62.0,274.0,B,1,3.0,3.0
female,high school,1,1,95.0,82.0,70.0,81.0,328.0,A,1,1.0,4.0
female,high school,1,0,58.0,41.0,97.0,81.0,277.0,B,1,1.0,3.0
female,some college,0,0,27.0,77.0,71.0,58.0,233.0,C,1,2.0,2.0
female,associate's degree,1,1,39.0,44.0,100.0,96.0,279.0,B,1,3.0,3.0
female,some college,0,1,71.0,55.0,81.0,75.0,282.0,B,1,2.0,3.0
female,some college,0,0,85.0,87.0,85.0,46.0,303.0,B,1,2.0,3.0
female,associate's degree,1,0,57.0,54.0,45.0,74.0,230.0,C,1,3.0,2.0
female,associate's degree,0,0,63.0,67.0,100.0,61.0,291.0,B,1,3.0,3.0
female,bachelor's degree,1,0,100.0,64.0,100.0,59.0,323.0,A,1,4.0,4.0
female,high school,1,0,88.0,50.0,74.0,53.0,265.0,B,1,1.0,3.0
female,associate's degree,1,0,71.0,81.0,58.0,55.0,265.0,B,1,3.0,3.0
female,high school,1,0,63.0,68.0,81.0,68.0,280.0,B,1,1.0,3.0
female,associate's degree,1,1,61.0,62.0,68.0,81.0,272.0,B,1,3.0,3.0
female,some college,0,1,36.0,67.0,60.0,76.0,239.0,C,1,2.0,2.0
female,associate's degree,0,0,46.0,59.0,66.0,42.0,213.0,C,1,3.0,2.0
female,high school,1,0,52.0,82.0,96.0,60.0,290.0,B,1,1.0,3.0
female,bachelor's degree,1,1,87.0,60.0,94.0,100.0,341.0,A,1,4.0,4.0
female,some college,0,0,56.0,50.0,83.0,68.0,257.0,B,1,2.0,3.0
female,bachelor's degree,1,0,94.0,74.0,85.0,88.0,341.0,A,1,4.0,4.0
female,master's degree,1,1,83.0,71.0,78.0,82.0,314.0,B,1,5.0,3.0
female,high school,1,1,46.0,44.0,73.0,67.0,230.0,C,1,1.0,2.0
female,some college,0,1,70.0,62.0,100.0,80.0,312.0,B,1,2.0,3.0
female,some college,1,0,33.0,38.0,74.0,76.0,221.0,C,1,2.0,2.0
female,associate's degree,0,0,64.0,60.0,93.0,48.0,265.0,B,1,3.0,3.0
female,master's degree,1,1,54.0,94.0,56.0,87.0,291.0,B,1,5.0,3.0
female,master's degree,1,1,87.0,68.0,76.0,43.0,274.0,B,1,5.0,3.0
female,associate's degree,1,1,88.0,65.0,84.0,92.0,329.0,A,1,3.0,4.0
female,high school,1,0,100.0,78.0,80.0,74.0,332.0,A,1,1.0,4.0
female,some college,1,1,74.0,60.0,56.0,72.0,262.0,B,1,2.0,3.0
